property_listing_id,property_title,property_property_type,property_project_name,property_bhk,property_bathrooms,property_builtup_area_sqft,property_carpet_area_sqft,property_furnishing,property_possession,property_posted_on,price_price,price_price_per_sqft,price_total_price_text,loc_city_id,loc_locality_id,loc_address,loc_latitude,loc_longitude,images_all,nearby_summary
R87384108,"Residential Land/Plot for Sale in SG Highway, Ahmedabad West",Residential Land/Plot,,0,0,8000.0,,,Immediate,Posted 1m ago by dealer,2280000000,2.85 L,Rs228 Crore,49,6038,"in SG Highway, Ahmedabad West",,,,CHANDLODIA MARKET (None) | Bhagwat Vidyapeeth (None) | Chandlodiya Temple (None) | vizcare hospital (None) | Vraj Dental Clinic (None) | Samarpan General Hospital Ahmedabad (None) | Pearl Dental Care (None) | Navkar Dental Clinic (None) | Satyam Hospital (None) | Hridaan Hospital & Pharmacy (None) | Gmers Medical College Hospital (None) | Shri Yogeshwar General Hospital (None) | Mahalaxmi Maternity Nursing Home and Sonography Center (None) | Samata Hospital Pvt.Ltd (None) | Shri Rang Hospitaland Research Centre (None) | S G Hospital Chandlodiya (None) | J J Hospital Ahmedabad (None) | BalMukund Hospital (None) | West Cost pharma (None) | Bharat Petroleum (None) | RC TECHNICAL INSTITUTE (None) | Nalanda School (None) | Silver Oak College Of Engineering & Technology (None) | Chandlodiya railway station (None)
Y87261716,"Residential Land/Plot for Sale in Dholera, Ahmedabad",Residential Land/Plot,,0,0,206.0,,,Immediate,Posted 1m ago by dealer,2472000,"12,000",Rs24.72 Lac,47,9048,"in Dholera, Ahmedabad",,,,Dholera Bus Stand (None)
I85344450,"Residential Land/Plot for Sale in SHIVAN AEROPARK, Dholera, Ahmedabad",Residential Land/Plot,SHIVAN AEROPARK,0,0,199.0,,,Immediate,Updated 1m ago by dealer,1990000,"10,000",Rs19.9 Lac,47,9048,"in SHIVAN AEROPARK, Dholera, Ahmedabad",,,,Dholera Bus Stand (None)
J85351820,"Residential Land/Plot for Sale in SHIVAN AEROPARK, Dholera, Ahmedabad",Residential Land/Plot,SHIVAN AEROPARK,0,0,234.0,,,Immediate,Updated 1m ago by dealer,2340000,"10,000",Rs23.4 Lac,47,9048,"in SHIVAN AEROPARK, Dholera, Ahmedabad",,,,Dholera Bus Stand (None)
K87088308,"Residential Land/Plot for Sale in Pleasure Club, Ghuma, Ahmedabad",Residential Land/Plot,Pleasure Club,0,0,1276.0,,,Immediate,Posted 1m ago by dealer,57420000,"45,000",Rs5.74 Crore,49,7648,"in Pleasure Club, Ghuma, Ahmedabad",,,,SoBo Centre (None) | Atm hdfc bank (None) | State bank of india sbi ATM (None) | Icici ATM (None) | Hdfc ATM (None) | Axis ATM (None) | Life Care Hospital (None) | Adarsh Hospital (None) | Shivam Hospital (None) | Bopal Multispeciality Hospital (None) | Navkaar Hospital (None) | Sannidhya Hospital (None) | Royal Maternity and Nursing Home (None) | Vanza Hospital (None) | Aastha Orthopaedic Hospital Ahmedabad (None) | Shreeji Children Hospital (None) | Devasya Superspeciality Kidney Institute and Research Centre (None) | Vaishali Hospital (None) | Laxmi Heart and Medical Hospital (None) | Jay Prasuti Gruh and Nursing Home (None) | Bopal Eye Care Centre (None) | Krishna Maternity Nursing Home (None) | Apollo Pharmacy (None) | AMTS Ghuma Bus terminal (None) | Ghuma BRTS terminal (None) | Bopal gam (None) | Sterling City (None) | Indian oil CNG n Petrol (None) | State bank of india (None) | Upper Crest (None) | Purohit Chavana and Sweet Mart (None) | McDonald's (None) | Jalaram Parotha house (None) | Hocco Eatery (None) | Havmor restaurant (None) | DPS - Delhi Public School (None) | Manipur Government School (None) | Gora railway station (None)
K86938112,"Independent House/Villa for Sale in Manekbaugh, 132 Ft Ring Road",Independent House/Villa,,5,4,1800.0,,Unfurnished,Immediate,Updated 5d ago by dealer,31100000,"17,277",Rs3.11 Crore,49,24606,"in Manekbaugh, 132 Ft Ring Road",,,,Bhimnath Mahadev Shiv Temple (None) | Khandwala Orthopeadic HospitalandSkin Clinic (None) | Vision Care Eye Hospital Ahmedabad (None) | Jagdish Orthopadic Hospital (None) | Rushil Cancer And Endocrine Care (None) | Jarmarwala Hospital (None) | Saumya Children Hospital and Neonatal Care Center (None) | Babul E.N.T. Hospital (None) | Bavishi Eye Hospital Ahmedabad (None) | Planet Women Fertility and Counseling (None) | Dr. Trivedis Arthroscopy Clinic And Hospital (None) | Eye Care Hospital Pvt. Ltd. (None) | Amdawad Eye Laser Hospitals Pvt Ltd (None) | Jyoti Maternity Hospital (None) | Dr Sanjay Gandhi Hospital (None) | Arihant Fracture and Orthopedic Hospital (None) | Shalin Hospital Ahmedabad (None) | Navkar Hospital (None) | Gujarat Institute Of Psnchological Sciences Hospit (None) | Mangeet Medical Nursing Home and Heart Care (None) | Dr. Rajiv Thakores Hospital (None) | Kanchi Orthopaedic Hospital (None) | Diva Eye Institute Hospital (None) | Prabhujyot Inst. Of G.I. Endoscopy and Laproscop (None) | Netralaya-The Eye Associates (None) | Shyam Urological Hospital (None) | Cure Sight Laser Centre (None) | Siddhivinayak Hospital Ahmedabad (None) | Parimal Multispeciality Hospital (None) | Om Surgical Nursing Home (None) | Khush Eye Hospital (None) | Sarthak Orthopaedic Hospital Parimal Crosssing (None) | Talsania Clinic (None) | Sushri Jasumatiben Shantilal Surti Charitable General Hospital (None) | Jivraj Mehta Hospital (None) | Mamta Children Hospital Ahmedabad (None) | Bhavasar Eye Hospital and Maternity Nursing Home (None) | Atlanta (None) | Hdfc bank (None) | Real Paprika (None) | Deshi Chulha Non-veg (None) | Jasuben Pizza (None) | Cafe Coffee Day (None) | McDonald's (None) | Tandoorworkz (None) | Sahajanand College (None) | Government Polytechnic (None) | Atira ahmedabad (None) | Ochre Revival (None) | Schoolnet India Limited (None)
U87840222,"Residential Land/Plot for Sale in soham city, Ghuma, Ahmedabad",Residential Land/Plot,soham city,0,0,1048.0,,,Immediate,Posted 4w ago by dealer,36700000,"35,019",Rs3.67 Crore,49,7648,"in soham city, Ghuma, Ahmedabad",,,,SoBo Centre (None) | Atm hdfc bank (None) | State bank of india sbi ATM (None) | Icici ATM (None) | Hdfc ATM (None) | Axis ATM (None) | Life Care Hospital (None) | Adarsh Hospital (None) | Shivam Hospital (None) | Bopal Multispeciality Hospital (None) | Navkaar Hospital (None) | Sannidhya Hospital (None) | Royal Maternity and Nursing Home (None) | Vanza Hospital (None) | Aastha Orthopaedic Hospital Ahmedabad (None) | Shreeji Children Hospital (None) | Devasya Superspeciality Kidney Institute and Research Centre (None) | Vaishali Hospital (None) | Laxmi Heart and Medical Hospital (None) | Jay Prasuti Gruh and Nursing Home (None) | Bopal Eye Care Centre (None) | Krishna Maternity Nursing Home (None) | Apollo Pharmacy (None) | AMTS Ghuma Bus terminal (None) | Ghuma BRTS terminal (None) | Bopal gam (None) | Sterling City (None) | Indian oil CNG n Petrol (None) | State bank of india (None) | Upper Crest (None) | Purohit Chavana and Sweet Mart (None) | McDonald's (None) | Jalaram Parotha house (None) | Hocco Eatery (None) | Havmor restaurant (None) | DPS - Delhi Public School (None) | Manipur Government School (None) | Gora railway station (None)
M87701892,"Flat/Apartment for Sale in LD Alexa, Jagatpur, Ahmedabad",Flat/Apartment,LD Alexa,3,3,,1017.62,Unfurnished,Immediate,Updated 3w ago by dealer,11600000,5885,Rs1.16 Crore,1008530,14756,"in LD Alexa, Jagatpur, Ahmedabad",,,,Sarkhej - Gandhinagar Hwy (None) | Chharodi Primary School (None) | Nirma University (None) | Global Indian International School (None) | SGVP International School (None) | Apollo International School (None) | Shri Shankat Mochan Hanumanji Mandir (None) | Aum Sai Care Hospital (None) | Samvedna Multispeciality Hospital (None) | GSC Bank Gota Branch (None) | Bank Of Baroda (None) | Savvy Swaraaj Sports Club (None) | Chharodi Patiya Bus Stop (None) | Chandkhera Railway Station (None) | Sambarmati Junction (None)
Z87586968,"Residential Land/Plot for Sale in Nirvana Green, Sanand, Ahmedabad",Residential Land/Plot,Nirvana Green,0,0,1083.0,,,Immediate,Posted 1m ago by dealer,21660000,"20,000",Rs2.17 Crore,49,7657,"in Nirvana Green, Sanand, Ahmedabad",,,,Chauhan Hospital (None) | Shreeji Multi Speciality Hospital (None) | Vishwa Vatsalya General Hospital (None) | Massom Children Hospital (None) | Ashirvad Hospital and Clinic (None) | Sanand Hospital and Trauma Centre (None) | Navjeevan Doctor House (None) | Sanand Janta Multispeciality Hospital (None) | Sanjivani Hospital (None) | Suvidha Orthopedic And Acccident Hospital (None)
N86665104,"Flat/Apartment for Sale in Avirat Silver Luxuria, Jagatpur, Ahmedabad",Flat/Apartment,Avirat Silver Luxuria,4,4,,,Unfurnished,Immediate,Updated 2m ago by dealer,22000000,5301,Rs2.2 Crore,1008530,14756,"in Avirat Silver Luxuria, Jagatpur, Ahmedabad",,,,CHANDLODIA MARKET (None) | Khodiyar Temple (None) | State bank of india ATM (None) | Health Center (None) | Mahavir Clinic and Nursing Home (None) | Dr Yashvant Chhatbar (None) | Pushpam Hospital Ahmedabad (None) | Prime Dental Care (None) | Kalyani Nursing Home and Sonography Clinic (None) | BalMukund Hospital (None) | Navkar Dental Clinic (None) | Hridaan Hospital & Pharmacy (None) | Satyam Hospital (None) | Utkarsh Hospital Ahmedabad (None) | Pushp Hospital and Maternity Home (None) | Pearl Dental Care (None) | Ansh Multispeciality Hospital (None) | vizcare hospital (None) | Navjivan Hospital (None) | Vraj Dental Clinic (None) | Shreyas Orthopedic Hospital Ahmedabad (None) | Shivam Surgical and Dental Hospital (None) | Chandkheda Orthopedic & Surgical Hospital (None) | Rhythm Heart and Medical Hospital (None) | Sentara Multispeciality Hospital (None) | Satyamev Hospital (None) | Shree Sai Children Hospital (None) | Satyam Children Hospital (None) | Navodaya Hospital for Neonates and Children (None) | Devarshi Super Speciality Hospital (None) | Amrut Arogyadham Medical Hospital (None) | Aalisha Clinic (None) | S G Hospital Chandlodiya (None) | Kesharbhavani Medical Store (None) | D-cabin (None) | Vallabhpark (None) | Kalupur cooperative commercial bank (None) | Management Mess (None) | F1 Pharma Canteen (None) | Food Temple (None) | NIM Auditorium (None) | Silver Oak College Of Engineering & Technology (None) | Chandkheda road railway station (None) | Sabarmati 'd' cabin railway station (None) | Kali road railway station (None) | CoRo Technologies (None)
K87060982,"Residential Land/Plot for Sale in Suramya 2, Rancharda, Ahmedabad",Residential Land/Plot,Suramya 2,0,0,1200.0,,,Immediate,Updated 1m ago by dealer,48000000,"40,000",Rs4.8 Crore,49,8058,"in Suramya 2, Rancharda, Ahmedabad",,,,Ghuma BRTS terminal (None) | AMTS Ghuma Bus terminal (None) | Bopal gam (None)
O87060674,"Residential Land/Plot for Sale in Aaradhna , Ghuma, Ahmedabad",Residential Land/Plot,Aaradhna ,0,0,400.0,,,Immediate,Updated 1m ago by dealer,24000000,"60,000",Rs2.4 Crore,49,7648,"in Aaradhna , Ghuma, Ahmedabad",,,,SoBo Centre (None) | Atm hdfc bank (None) | State bank of india sbi ATM (None) | Icici ATM (None) | Hdfc ATM (None) | Axis ATM (None) | Life Care Hospital (None) | Adarsh Hospital (None) | Shivam Hospital (None) | Bopal Multispeciality Hospital (None) | Navkaar Hospital (None) | Sannidhya Hospital (None) | Royal Maternity and Nursing Home (None) | Vanza Hospital (None) | Aastha Orthopaedic Hospital Ahmedabad (None) | Shreeji Children Hospital (None) | Devasya Superspeciality Kidney Institute and Research Centre (None) | Vaishali Hospital (None) | Laxmi Heart and Medical Hospital (None) | Jay Prasuti Gruh and Nursing Home (None) | Bopal Eye Care Centre (None) | Krishna Maternity Nursing Home (None) | Apollo Pharmacy (None) | AMTS Ghuma Bus terminal (None) | Ghuma BRTS terminal (None) | Bopal gam (None) | Sterling City (None) | Indian oil CNG n Petrol (None) | State bank of india (None) | Upper Crest (None) | Purohit Chavana and Sweet Mart (None) | McDonald's (None) | Jalaram Parotha house (None) | Hocco Eatery (None) | Havmor restaurant (None) | DPS - Delhi Public School (None) | Manipur Government School (None) | Gora railway station (None)
G87052234,"Residential Land/Plot for Sale in Samrudhi Solance, Baroda Highway, Ahmedabad",Residential Land/Plot,Samrudhi Solance,0,0,1500.0,,,Dec 2026,Updated 1w ago by dealer,4100000,2733,Rs41 Lac,48,7625,"in Samrudhi Solance, Baroda Highway, Ahmedabad",,,,Chamunda Mata Temple (None) | Saibaba Temple (None) | Temple (None) | Mahadev Temple (None) | Rajni Women's Hospital and Research Centre (None) | Dhruv Health Care (None) | Aniket Ent Hospital (None) | Anoop Children Hospital (None) | Babycare Children Hospital and Neonatal Centre (None) | Nadkarni's 21St Century Hospitals Pvt Ltd (None) | Prabhu Nursing Home Ahmedabad (None) | Shivam Eye Hospital (None) | Ashirwad Surgical Hospital C.T.M (None) | Shreejee Hospital (None) | Shrreeji Surgical Hospital (None) | Kunal Medical Hospital Ahmedabad (None) | Yogiji Medical Hospital (None) | Gurunanak Hospital (None) | Palak Hospital Ahmedabad (None) | Bhakti Maternity and Sonography Clinic (None) | Shashvat Child Care (None) | Rukshmani Medical Hospital (None) | Vani Hospital & IVF center (None) | Rukshmani Government Hospital (None) | Rukshmani Hospital (None) | Gujarat Hospital Ahmedabad (None) | Vani IVF Center (None) | Jayshri Medical Hospital (None) | Sparsh Multi Speciality Hospital (None) | Ansuya General Hospital (None) | Avishkar Multi Speciality ICU and Trauma Centre (None) | Pallav J M Desai Memorial Hospital Better Health Pvt.Ltd. (None) | Ashirwad Hospital Ahmedabad (None) | ESIS HOSPITAL (None) | Suman Hospital (None) | Joitiba General Hospital Ahmedabad (None) | Nilkanth Hospital (None) | Akshar Hospital (None) | Loving Community (None) | Vasavda Community Centre (None) | Maninagar Bus stop (None) | Dena bank (None) | Royal Pride (None) | Annapurna (None) | Gayatri (None) | Venus Tape (None) | KAMAL STEEL (None) | ABD Diamonds Private Limited (None)
T88200260,"Flat/Apartment for Sale in veritas opp gujarat high court, SG Highway, Ahmedabad West",Flat/Apartment,veritas opp gujarat high court,4,4,,,Unfurnished,Immediate,Updated 1w ago by dealer,25000000,6250,Rs2.5 Crore,49,6038,"in veritas opp gujarat high court, SG Highway, Ahmedabad West",,,,CHANDLODIA MARKET (None) | Bhagwat Vidyapeeth (None) | Panchdev Mahadev Mandir (None) | ambe mataa mandir (None) | Gmers Medical College Hospital (None) | Mahalaxmi Maternity Nursing Home and Sonography Center (None) | HCG Cancer Centre (None) | Shri Yogeshwar General Hospital (None) | J J Hospital Ahmedabad (None) | Shri Rang Hospitaland Research Centre (None) | Cims Hospital Private Limieted (None) | Motherhood Womens and Child Care Hospital (None) | Tirtham Surgical and Laparoscopic Centre (None) | Kalpana Maternity and Nursing Home Ahmedabad (None) | Aditya Multi-Speciality Hospital (None) | Netram Care Eye Hospital (None) | Om Children Hospital (None) | Aastha Eye Care Centre (None) | Aneri Children Hospital (None) | Samata Hospital Pvt.Ltd (None) | Sitababa Hospital (None) | Chokshi Maternity Nursing Home and Sonography Clinic (None) | Dr.Atul Shah Eye Hospital (None) | Gurukrupa Hospital Ahmedabad (None) | Vraj Dental Clinic (None) | Shree Mahavir Mutlispeciality Hospital and Icu (None) | Auroma Ent Hospital (None) | Sanjeevani Hospital Ahmedabad (None) | Vallabh Surgical Hospital (None) | Shreekrishna Hospital and Health Care Centre (None) | Shashwat Hospital and Research Center Ahmedabad (None) | Sainath Orhtopaedic Hospital (None) | vizcare hospital (None) | Shaishav Children Hospital Ahmedabad (None) | Pearl Dental Care (None) | Devam Orthopaedic Hospital (None) | West Cost pharma (None) | Bharat Petroleum (None) | Rajhans Cinemas (None) | RC TECHNICAL INSTITUTE (None) | Nalanda School (None) | Amrita Vidyalayam (None) | Nutan Vidya Vihar (None) | Lalbhai Dalpatbhai College of Engineering (None) | Indian Institute Of Management (None) | Karmachari Shiksan Tirth (None) | M B Patel Gyanjyot High School (None) | Gyanda Girls High School (None) | Chandlodiya railway station (None) | Azista Aerospace (None)
G86689396,"Flat/Apartment for Sale in Sharanya Altura, Shilaj, Ahmedabad",Flat/Apartment,Sharanya Altura,3,3,,,Unfurnished,Immediate,Updated 2w ago by dealer,10300000,5852,Rs1.03 Crore,49,7647,"in Sharanya Altura, Shilaj, Ahmedabad",,,,Thaltej Metro Station (None) | Palladium (None) | SG Highway (None) | Sindhu Bhavan Road (None) | Delhi Public School Bopal (None) | Indus University (None) | Matoshree Multispeciality Hospital (None) | SVP International Airport (None) | Ahmedabad Junction (None) | Parshwanath Business Park (None) | Taj Skyline (None) | Fun Blast - SBR (None) | Sardar Patel Stadium (Navrangpura) (None)
A79779057,"Residential Land/Plot for Sale in Navratna Kalhaar Bungalows, Shilaj, Ahmedabad",Residential Land/Plot,Navratna Kalhaar Bungalows,0,0,800.0,,,Immediate,Updated 1m ago by dealer,100000000,1.25 L,Rs10 Crore,49,7647,"in Navratna Kalhaar Bungalows, Shilaj, Ahmedabad",,,,Bopal gam (None) | Sterling City (None) | AMTS Ghuma Bus terminal (None) | Ghuma BRTS terminal (None) | Bean Box Cafe (None) | DPS - Delhi Public School (None) | Gora railway station (None)
A86677122,"Flat/Apartment for Sale in Saubhagya Apartment, Thaltej, Ahmedabad",Flat/Apartment,Saubhagya Apartment,2,2,,117.0,Furnished,Immediate,Updated 3w ago by dealer,7500000,"64,102",Rs75 Lac,49,1294,"in Saubhagya Apartment, Thaltej, Ahmedabad",,,,ambe mataa mandir (None) | Bank of baroda ATM (None) | Axis bank ATM (None) | Surveen Children Hospital And Vaccination Centre (None) | Tirtham Surgical and Laparoscopic Centre (None) | Netram Care Eye Hospital (None) | Om Children Hospital (None) | HCG Cancer Centre (None) | Kalpana Maternity and Nursing Home Ahmedabad (None) | Aditya Multi-Speciality Hospital (None) | Cims Hospital Private Limieted (None) | Shreekrishna Hospital and Health Care Centre (None) | Shashwat Hospital and Research Center Ahmedabad (None) | Gurukrupa Hospital Ahmedabad (None) | Neil Hospital Ahmedabad (None) | Dr.Atul Shah Eye Hospital (None) | Udit Hospital Multi Speciality (None) | Shree Mahavir Mutlispeciality Hospital and Icu (None) | Sanjeevani Hospital Ahmedabad (None) | Auroma Ent Hospital (None) | Vallabh Surgical Hospital (None) | Sainath Orhtopaedic Hospital (None) | Samarpan Maternity And Urosurgical Hospital (None) | Sal Hospital and Medical Institute (None) | Aroma Womens Hospital (None) | Shaishav Children Hospital Ahmedabad (None) | Sitababa Hospital (None) | Devam Orthopaedic Hospital (None) | Cutis Cosmetic Plastic Surgery Centre (None) | Motherhood Womens and Child Care Hospital (None) | Nandan Maternity Home (None) | Mehta Hospital Siddhachal (None) | Chandandwar Hospital (None) | P.N.Desai Eye Hospital (None) | Sterling Hospital Div. Of Addlife Medical Institute Pvt. Ltd. (None) | Dr. Manish Goyal (None) | Raghudeep Eye Clinic (None) | Sharda Eye Hospital Phaco And Laser Centre - Ahmedabad (None) | Chandrabhan Hospital and Gynac Institute (None) | Kidney And Urology Hospital (None) | Shangrila Bunglows (None) | Ramanand gurukul swastik hall (None) | Bharat Petroleum (None) | Rajhans Cinemas (None) | PVR acropolis mall (None) | V.Desi Food Couet (None) | Barbeque Nation (None) | Indian Institute Of Management (None) | Amrita Vidyalayam (None) | Azista Aerospace (None)
